,front_house_area,house_area,street,quality,year_built,year_remodel_add,garage_year_build,basement_quality,basement_area,central_air_conditioning,heating,grade_living_area,wood_deck_area
1679,44.0,7390,Pave,9,2008,2009,2008.0,Ex,1884.0,Y,GasA,1884,231
1680,48.0,6472,Pave,9,2008,2008,2008.0,Ex,1451.0,Y,GasA,1456,192
1681,129.0,16770,Pave,8,2002,2003,2002.0,Ex,1712.0,Y,GasA,1712,218
1682,48.0,3480,Pave,7,2003,2003,2003.0,Gd,1405.0,Y,GasA,1405,148
1683,63.0,10928,Pave,7,2005,2005,2005.0,Gd,728.0,Y,GasA,1456,100
1684,57.0,8918,Pave,6,2005,2006,2005.0,Gd,745.0,Y,GasA,1490,36
1685,43.0,3182,Pave,7,2005,2006,2005.0,Gd,1220.0,Y,GasA,1220,100
1686,59.0,9434,Pave,7,2004,2005,2004.0,Gd,384.0,Y,GasA,1374,100
1687,62.0,7984,Pave,7,2004,2005,2004.0,Gd,868.0,Y,GasA,1630,120
1688,61.0,10125,Pave,7,2004,2004,2004.0,Gd,846.0,Y,GasA,1594,300
1689,69.30579531442663,8965,Pave,7,2003,2003,2003.0,Gd,782.0,Y,GasA,1489,0
1690,69.30579531442663,8174,Pave,7,2003,2003,2003.0,Gd,698.0,Y,GasA,1342,100
1691,69.30579531442663,12891,Pave,8,2002,2002,2002.0,Ex,870.0,Y,GasA,2004,0
1692,61.0,9734,Pave,7,2004,2004,2004.0,Gd,384.0,Y,GasA,1374,0
1693,42.0,8433,Pave,6,2000,2000,2000.0,Gd,794.0,Y,GasA,1514,0
1694,62.0,7750,Pave,7,1999,2000,1999.0,Gd,384.0,Y,GasA,1430,0
1695,69.30579531442663,15896,Pave,7,1999,1999,1999.0,Gd,1177.0,Y,GasA,2312,298
1696,64.0,7848,Pave,7,1999,1999,1999.0,TA,384.0,Y,GasA,1430,0
1698,69.30579531442663,10750,Pave,8,1994,1995,1994.0,Gd,2024.0,Y,GasA,2063,182
1699,79.0,9085,Pave,7,1995,1996,1995.0,Gd,1070.0,Y,GasA,2061,296
1700,69.30579531442663,11692,Pave,8,1993,1994,1993.0,Gd,1173.0,Y,GasA,2232,173
1701,86.0,11194,Pave,8,2008,2008,2008.0,Gd,1696.0,Y,GasA,1696,120
1702,78.0,10206,Pave,8,2008,2008,2008.0,Gd,1614.0,Y,GasA,1658,144
1703,85.0,10130,Pave,8,2007,2007,2007.0,Gd,1702.0,Y,GasA,1702,0
1704,76.0,9139,Pave,8,2006,2006,2006.0,Ex,1422.0,Y,GasA,1432,297
1706,90.0,7993,Pave,7,2008,2009,2008.0,Ex,1436.0,Y,GasA,1436,0
1707,72.0,8640,Pave,7,2008,2008,2008.0,Gd,1402.0,Y,GasA,1402,205
1708,112.0,12606,Pave,9,2007,2008,2008.0,Gd,1530.0,Y,GasA,1530,212
1709,75.0,7500,Pave,8,2006,2007,2006.0,Gd,1372.0,Y,GasA,1448,0
1710,84.0,10603,Pave,8,2006,2006,2006.0,Ex,900.0,Y,GasA,1795,168
1711,65.0,8125,Pave,8,2008,2009,2009.0,Gd,1836.0,Y,GasA,1836,0
1712,85.0,10625,Pave,7,2006,2007,2006.0,Gd,1652.0,Y,GasA,1662,168
1713,68.0,8736,Pave,7,2003,2004,2003.0,Gd,1553.0,Y,GasA,1553,192
1714,65.0,8127,Pave,7,2003,2003,2003.0,Gd,812.0,Y,GasA,1653,0
1715,80.0,9605,Pave,7,2007,2007,2007.0,Gd,1218.0,Y,GasA,1218,0
1716,63.0,7500,Pave,7,2006,2006,2006.0,Gd,1141.0,Y,GasA,1141,182
1717,63.0,7500,Pave,6,2004,2004,1978.1134057971014,Gd,1158.0,Y,GasA,1158,0
1718,96.0,10628,Pave,7,2004,2004,2004.0,Gd,835.0,Y,GasA,1812,146
1719,76.0,10141,Pave,8,2004,2004,2004.0,Gd,1512.0,Y,GasA,1512,210
1720,63.0,13072,Pave,7,2004,2005,2005.0,Gd,1114.0,Y,GasA,1114,248
1721,63.0,13072,Pave,5,2004,2004,1978.1134057971014,Gd,1114.0,Y,GasA,1114,0
1722,60.0,12450,Pave,5,2003,2004,2004.0,Gd,1114.0,Y,GasA,1114,0
1723,61.0,7328,Pave,7,2008,2009,2008.0,Gd,1450.0,Y,GasA,1450,0
1724,43.0,11492,Pave,7,1996,1997,1997.0,Gd,913.0,Y,GasA,2122,0
1725,70.0,7703,Pave,6,1992,1992,1992.0,Gd,816.0,Y,GasA,1730,0
1726,50.0,7175,Pave,6,1990,1991,1990.0,Gd,1332.0,Y,GasA,1332,0
1727,70.0,9109,Pave,7,1994,1994,1994.0,Gd,754.0,Y,GasA,1540,140
1728,69.30579531442663,10274,Pave,6,1986,1986,1986.0,Gd,676.0,Y,GasA,1400,0
1730,63.0,9750,Pave,5,1962,1962,1969.0,TA,980.0,Y,GasA,980,0
1731,69.30579531442663,8499,Pave,5,1961,1961,1982.0,TA,864.0,Y,GasA,864,0
1732,69.30579531442663,9079,Pave,5,1961,1961,1961.0,TA,864.0,Y,GasA,864,158
1733,69.30579531442663,9316,Pave,5,1965,1965,1965.0,TA,1024.0,Y,GasA,1020,171
1734,69.30579531442663,7791,Pave,5,1963,1995,1963.0,TA,912.0,Y,GasA,912,0
1735,65.0,7150,Pave,5,1962,1962,1962.0,TA,912.0,Y,GasA,912,0
1736,69.30579531442663,15676,Pave,8,1980,1980,1980.0,Gd,2014.0,Y,GasA,2014,462
1739,69.30579531442663,3830,Pave,6,2008,2008,2008.0,Gd,1726.0,Y,GasA,1726,0
1740,69.30579531442663,4217,Pave,6,2008,2008,2008.0,Gd,1145.0,Y,GasA,1256,0
1741,34.0,2998,Pave,6,2000,2000,2000.0,Gd,756.0,Y,GasA,1512,0
1742,35.0,3768,Pave,7,1999,1999,1999.0,Gd,691.0,Y,GasA,1452,0
1744,110.0,15417,Pave,7,1981,1981,1981.0,Gd,1740.0,Y,GasA,1740,228
1745,80.0,9600,Pave,8,1976,1976,1976.0,TA,392.0,Y,GasA,2499,0
1746,69.30579531442663,12732,Pave,7,1974,1974,1974.0,TA,752.0,Y,GasA,2067,297
1747,80.0,10400,Pave,6,1967,1997,1967.0,TA,932.0,Y,GasA,2640,0
1748,80.0,9600,Pave,5,1969,1969,1969.0,Gd,1288.0,Y,GasA,1336,312
1749,75.0,9000,Pave,6,1969,1969,1969.0,TA,1216.0,Y,GasA,1216,0
1750,69.30579531442663,13774,Pave,7,1977,1992,1977.0,Gd,908.0,Y,GasA,2288,321
1751,62.0,7130,Pave,5,1967,1967,1967.0,TA,864.0,Y,GasA,864,0
1752,80.0,9600,Pave,5,1967,1967,1967.0,TA,1568.0,Y,GasA,1568,160
1753,80.0,9600,Pave,7,1974,1974,1974.0,TA,1165.0,Y,GasA,2061,0
1754,69.30579531442663,16500,Pave,6,1971,1971,1971.0,Gd,1232.0,Y,GasA,1320,0
1755,60.0,7436,Pave,4,1960,1960,1988.0,TA,894.0,Y,GasA,894,0
1756,65.0,8125,Pave,5,1959,1959,1960.0,TA,864.0,Y,GasA,864,0
1757,69.30579531442663,9450,Pave,4,1957,1957,1982.0,TA,1040.0,Y,GasA,1362,0
1758,69.30579531442663,13495,Pave,5,1956,1956,1956.0,TA,1048.0,Y,GasA,1728,0
1759,85.0,9350,Pave,5,1961,1995,1961.0,TA,1313.0,Y,GasA,1313,172
1760,115.0,10500,Pave,5,1964,1964,1964.0,TA,1292.0,Y,GasA,1292,0
1761,69.30579531442663,8970,Pave,5,1965,1965,1965.0,TA,744.0,Y,GasA,2140,0
1762,85.0,11475,Pave,6,1961,1961,1961.0,TA,1208.0,Y,GasA,1576,85
1763,68.0,9768,Pave,5,1955,1955,1955.0,TA,960.0,Y,GasA,960,0
1764,90.0,9900,Pave,6,1967,1967,1967.0,TA,1680.0,Y,GasA,1691,0
1765,92.0,10573,Pave,6,1961,1961,1961.0,TA,1453.0,Y,GasA,1453,0
1766,80.0,14695,Pave,6,1966,2008,1966.0,TA,1562.0,Y,GasA,1567,0
1767,73.0,8760,Pave,5,1956,1956,1956.0,TA,1169.0,Y,GasA,1144,257
1768,69.30579531442663,12285,Pave,7,1960,1960,1960.0,TA,1329.0,Y,GasA,1329,0
1769,66.0,9240,Pave,6,1959,1998,1959.0,TA,988.0,Y,GasA,988,156
1770,70.0,8750,Pave,5,1956,1956,1956.0,TA,1202.0,Y,GasA,1202,0
1771,70.0,8750,Pave,5,1955,1955,1955.0,TA,1382.0,Y,GasA,1382,280
1772,80.0,10400,Pave,4,1956,1956,1956.0,TA,1200.0,Y,GasA,1200,0
1773,76.0,9482,Pave,5,1958,1958,1958.0,TA,1866.0,Y,GasA,1866,0
1774,53.0,8128,Pave,6,1954,1954,1954.0,TA,1062.0,Y,GasA,1062,0
1775,67.0,13070,Pave,5,1951,1951,1951.0,TA,631.0,Y,GasA,1112,0
1776,80.0,8480,Pave,5,1945,1950,1945.0,TA,793.0,Y,GasA,793,0
1777,60.0,7626,Pave,5,1952,2005,1952.0,TA,1031.0,Y,GasA,1031,0
1779,78.0,11419,Pave,7,1948,1999,1948.0,TA,699.0,Y,GasA,1527,0
1780,60.0,9600,Pave,5,1950,1950,1950.0,TA,1200.0,Y,GasA,1200,126
1781,53.0,5470,Pave,3,1958,1958,1958.0,TA,792.0,Y,GasA,792,0
1782,60.0,10800,Pave,5,1939,2006,1939.0,TA,676.0,Y,GasA,1352,187
1784,60.0,10230,Pave,5,1925,1950,1987.0,TA,1054.0,Y,GasA,1078,0
1785,60.0,10410,Pave,4,1915,1950,1954.0,TA,1313.0,Y,GasA,2377,0
1786,60.0,7200,Pave,7,1910,2008,2008.0,TA,560.0,Y,GasA,1690,0
1788,60.0,10800,Pave,5,1920,1950,1980.0,TA,720.0,N,GasA,846,0
1790,81.0,9671,Pave,6,1969,1969,1969.0,TA,1248.0,Y,GasA,2544,0
1791,83.0,10143,Pave,6,1963,1963,1963.0,TA,1380.0,Y,GasA,1380,0
1792,77.0,11500,Pave,6,1967,1967,1967.0,TA,1040.0,Y,GasA,1040,0
1793,62.0,8010,Pave,6,1958,2007,1985.0,TA,951.0,Y,GasA,951,0
1794,90.0,10454,Pave,6,1957,1957,1957.0,TA,1105.0,Y,GasA,1105,0
1795,80.0,9000,Pave,6,1958,1958,1958.0,Gd,160.0,Y,GasA,1142,0
1796,60.0,8064,Pave,6,1950,1950,1989.0,TA,795.0,N,GasA,1133,0
1797,71.0,7350,Pave,5,1958,1958,1958.0,TA,1041.0,Y,GasA,1041,0
1798,60.0,7200,Pave,5,1952,1952,1952.0,TA,732.0,Y,GasA,732,0
1799,80.0,8000,Pave,5,1959,1959,1959.0,Gd,528.0,Y,GasA,1183,0
1800,60.0,10800,Pave,4,1949,1996,1949.0,TA,832.0,Y,GasA,1461,0
1801,60.0,8064,Pave,6,1948,1994,1994.0,TA,864.0,Y,GasA,1495,180
1802,76.0,7570,Pave,6,1964,1964,1964.0,TA,780.0,Y,GasA,1806,0
1803,75.0,8604,Pave,5,1978,1978,1978.0,Gd,941.0,Y,GasA,941,0
1804,80.0,7936,Pave,6,1963,1963,1963.0,TA,1045.0,Y,GasA,1045,0
1805,68.0,4080,Pave,6,1935,1998,1920.0,TA,901.0,Y,GasA,1378,54
1806,57.0,10307,Pave,6,1910,1950,1920.0,TA,972.0,N,GasA,1944,0
1807,90.0,15660,Pave,5,1910,2003,1959.0,TA,240.0,Y,GasA,1306,0
1808,90.0,9900,Pave,5,1910,2002,1978.1134057971014,TA,504.0,Y,GasA,1464,0
1809,57.0,6406,Pave,5,1939,1950,1939.0,TA,690.0,Y,GasA,1558,0
1810,63.0,7627,Pave,4,1920,1950,1978.1134057971014,Fa,600.0,N,GasA,1701,0
1811,56.0,10134,Pave,5,1910,1950,1978.1134057971014,Fa,801.0,N,GasA,1447,80
1812,50.0,6000,Pave,5,1950,1970,1950.0,TA,768.0,Y,GasA,1328,0
1813,62.0,7404,Pave,4,1920,1950,1920.0,Fa,861.0,Y,GasA,861,0
1815,60.0,8520,Pave,5,1923,1950,1963.0,Fa,624.0,Y,GasA,792,0
1816,60.0,9600,Pave,4,1910,1950,1974.0,Fa,677.0,Y,GasA,1510,0
1818,60.0,3600,Pave,6,1917,2007,1917.0,TA,624.0,Y,GasA,1288,0
1819,69.30579531442663,3300,Pave,4,1910,1950,1978.1134057971014,TA,624.0,Y,GasA,816,0
1820,60.0,5400,Pave,6,1920,1950,1920.0,TA,972.0,Y,GasA,1480,0
1821,60.0,9720,Pave,6,1910,2002,1950.0,TA,741.0,Y,GasA,1521,0
1823,69.30579531442663,6615,Pave,6,1923,1950,1923.0,TA,1022.0,N,GasA,1432,266
1824,50.0,4960,Pave,5,1930,1982,1955.0,TA,297.0,Y,GasA,1654,244
1825,60.0,6000,Pave,5,1924,1950,1924.0,TA,468.0,Y,GasA,1142,0
1826,51.0,6120,Pave,5,1925,1999,1926.0,TA,960.0,Y,GasA,995,0
1827,51.0,6120,Pave,5,1938,1950,1938.0,TA,952.0,Y,GasA,1582,189
1828,50.0,8635,Pave,5,1925,1950,1982.0,TA,1072.0,Y,GasA,1072,0
1829,57.0,8094,Pave,6,1915,1950,1930.0,TA,1048.0,Y,GasA,1768,0
1830,68.0,9928,Pave,7,1915,1994,1915.0,TA,672.0,Y,GasA,1944,24
1831,50.0,3000,Pave,5,1922,1950,1978.1134057971014,TA,1040.0,N,GasA,2128,0
1832,57.0,6876,Pave,6,1927,1950,1927.0,TA,720.0,Y,GasA,1930,0
1833,69.30579531442663,5775,Pave,6,1915,2002,1915.0,TA,483.0,Y,GasA,1427,0
1835,60.0,5160,Pave,6,1927,1950,1927.0,TA,1204.0,Y,GasA,1666,0
1836,86.0,5160,Pave,4,1923,1950,1978.1134057971014,Gd,858.0,Y,GasA,892,0
1837,60.0,10320,Pave,6,1915,1965,1915.0,TA,698.0,Y,GasA,1403,0
1838,50.0,4280,Pave,4,1946,2001,1946.0,Fa,560.0,Y,GasA,704,0
1839,60.0,10800,Pave,5,1987,1988,1978.1134057971014,Gd,1200.0,Y,GasA,1200,120
1840,69.30579531442663,10547,Pave,5,1978,1978,1960.0,Gd,1152.0,Y,GasA,1152,0
1841,60.0,9780,Pave,5,1934,1950,1934.0,TA,585.0,N,GasA,1112,0
1842,75.0,11625,Pave,5,1967,1967,1984.0,TA,1052.0,Y,GasA,1052,0
1843,69.30579531442663,8014,Pave,6,1978,1978,1978.0,Gd,456.0,Y,GasA,1034,0
1844,88.0,15400,Pave,5,1961,1961,1961.0,TA,552.0,Y,GasA,1774,290
1845,88.0,15312,Pave,6,1960,1960,1960.0,TA,1138.0,Y,GasA,1138,0
1846,69.30579531442663,15584,Pave,5,1956,1956,1956.0,TA,825.0,Y,GasA,2071,131
1849,68.0,9571,Pave,5,1956,1956,1956.0,TA,1073.0,Y,GasA,1073,0
1850,50.0,9350,Pave,6,1946,1950,1946.0,TA,747.0,Y,GasA,1639,0
1851,62.0,7440,Pave,5,1954,1954,1954.0,Gd,1089.0,Y,GasW,1089,328
1852,42.0,4235,Pave,5,1984,1984,1984.0,Gd,1049.0,Y,GasA,1049,0
1853,74.0,10778,Pave,7,1990,1991,1990.0,Gd,1054.0,Y,GasA,1061,114
1854,66.0,19255,Pave,6,1983,1983,1983.0,Gd,520.0,Y,GasA,1338,0
1855,85.0,10560,Pave,7,1993,1994,1993.0,Gd,1079.0,Y,GasA,1879,400
1859,64.0,7040,Pave,5,1979,1979,1979.0,Gd,1094.0,Y,GasA,1229,120
1864,84.0,10933,Pave,9,2009,2009,2009.0,Ex,1555.0,Y,GasA,1680,185
1865,65.0,10816,Pave,9,2008,2008,2008.0,Ex,1720.0,Y,GasA,1720,208
1866,71.0,9178,Pave,8,2008,2008,2008.0,Gd,1468.0,Y,GasA,1468,192
1867,77.0,11422,Pave,8,2007,2008,2007.0,Ex,1838.0,Y,GasA,1838,154
1868,64.0,6762,Pave,7,2007,2007,2007.0,Gd,1282.0,Y,GasA,1290,168
1869,95.0,10324,Pave,8,2008,2008,2008.0,Gd,1254.0,Y,GasA,1254,168
1870,78.0,11645,Pave,8,2005,2006,2005.0,Ex,1498.0,Y,GasA,1498,144
1871,79.0,11646,Pave,6,2005,2006,2005.0,Gd,704.0,Y,GasA,1422,36
1872,69.30579531442663,16698,Pave,7,1992,1993,1992.0,Gd,1449.0,Y,GasA,1759,150
1873,65.0,9757,Pave,5,1994,1994,1995.0,TA,990.0,Y,GasA,990,66
1874,65.0,14753,Pave,7,1998,1998,1998.0,Gd,1463.0,Y,GasA,1463,0
1875,70.0,8750,Pave,6,1998,1998,1998.0,Gd,928.0,Y,GasA,1772,150
1876,65.0,10739,Pave,7,2002,2001,2002.0,Gd,1431.0,Y,GasA,1444,144
1877,75.0,11166,Pave,7,2001,2001,2001.0,Gd,1492.0,Y,GasA,1492,0
1878,69.30579531442663,16269,Pave,5,1978,1978,1978.0,Gd,907.0,Y,GasA,907,72
1879,76.0,6950,Pave,5,1979,1979,1979.0,TA,914.0,Y,GasA,914,0
1880,90.0,11664,Pave,7,2002,2002,2002.0,Gd,1569.0,Y,GasA,1611,262
1881,69.30579531442663,12334,Pave,8,2003,2003,2003.0,Gd,1068.0,Y,GasA,2184,192
1882,70.0,8749,Pave,7,2002,2002,2002.0,Gd,840.0,Y,GasA,1725,0
1883,69.30579531442663,11250,Pave,7,2001,2001,2001.0,Gd,944.0,Y,GasA,1870,256
1884,90.0,15750,Pave,8,1999,2000,1999.0,Gd,1462.0,Y,GasA,1513,135
1885,69.30579531442663,12782,Pave,8,2002,2003,2002.0,Ex,1822.0,Y,GasA,1828,194
1886,70.0,8750,Pave,7,1997,1998,1997.0,Gd,1417.0,Y,GasA,1417,60
1887,85.0,10200,Pave,8,2007,2007,2007.0,Gd,1578.0,Y,GasA,1602,0
1888,85.0,11069,Pave,6,2007,2007,2007.0,Gd,608.0,Y,GasA,1396,100
1889,80.0,10682,Pave,4,1960,1971,1968.0,TA,1014.0,Y,GasA,1149,0
1890,35.0,3675,Pave,6,2005,2006,2005.0,Gd,547.0,Y,GasA,1072,0
1891,64.0,6410,Pave,4,1959,1959,1959.0,TA,876.0,Y,GasA,876,0
1892,70.0,11767,Pave,5,1950,1950,1950.0,Fa,1078.0,Y,GasA,1368,0
1893,65.0,10926,Pave,5,1959,1959,1978.1134057971014,TA,1678.0,Y,GasA,1678,0
1894,70.0,11767,Pave,5,1956,1956,1956.0,TA,1150.0,Y,GasA,1560,0
1895,45.0,8212,Pave,5,1941,1950,1940.0,TA,720.0,Y,GasA,1298,84
1896,70.0,6300,Pave,5,1938,1950,1938.0,TA,832.0,Y,GasA,1268,0
1897,43.0,5707,Pave,6,1935,1950,1926.0,TA,583.0,Y,GasA,1242,329
1898,64.0,8574,Pave,6,1916,2000,1916.0,TA,816.0,Y,GasA,1232,0
1899,53.0,7155,Pave,7,1918,1990,1918.0,TA,600.0,Y,GasA,1228,0
1900,60.0,13680,Pave,5,1940,1950,1961.0,TA,840.0,Y,GasA,1567,0
1901,80.0,14680,Pave,5,1960,1960,1960.0,TA,1273.0,Y,GasA,1273,483
1902,69.30579531442663,8145,Pave,7,1940,1950,1940.0,TA,920.0,Y,GasA,2480,0
1903,70.0,9100,Pave,5,1954,1954,1954.0,TA,1112.0,Y,GasA,1112,0
1904,90.0,13339,Pave,6,1960,1960,1960.0,TA,1561.0,Y,GasA,1561,0
1905,78.0,15600,Pave,5,1949,2005,1949.0,TA,1067.0,N,GasW,1523,0
1906,100.0,17500,Pave,6,1954,1954,1954.0,TA,1310.0,Y,GasA,1906,0
1907,24.0,1733,Pave,6,1980,1980,1980.0,TA,516.0,Y,GasA,1032,279
1908,24.0,1488,Pave,6,1980,1992,1980.0,Gd,561.0,Y,GasA,1229,176
1909,24.0,1612,Pave,6,1980,1980,1980.0,Gd,561.0,Y,GasA,1229,154
1910,69.30579531442663,13607,Pave,6,1986,1986,1986.0,TA,572.0,Y,GasA,1982,400
1911,69.30579531442663,17597,Pave,7,1971,2009,1971.0,Gd,1803.0,Y,GasA,2365,200
1914,44.0,3843,Pave,8,2007,2008,2007.0,Ex,1596.0,Y,GasA,1648,162
1916,75.0,10125,Pave,8,2000,2001,2000.0,Gd,1107.0,Y,GasA,2052,210
1917,75.0,9750,Pave,6,1977,1977,1977.0,TA,902.0,Y,GasA,926,319
1918,72.0,9360,Pave,6,1977,1977,1977.0,Gd,957.0,Y,GasA,1287,302
1919,82.0,11070,Pave,5,1991,1991,1991.0,Gd,1582.0,Y,GasA,1595,0
1921,79.0,14463,Pave,9,2008,2008,2008.0,Ex,1641.0,Y,GasA,1641,0
1922,69.30579531442663,9839,Pave,6,1980,2006,1980.0,Gd,712.0,Y,GasA,2237,305
1923,125.0,14419,Pave,7,1987,1989,1987.0,Gd,1645.0,Y,GasA,1479,224
1924,75.0,9157,Pave,7,2003,2003,2003.0,Gd,912.0,Y,GasA,2014,124
1925,85.0,12633,Pave,9,2007,2007,2007.0,Ex,1978.0,Y,GasA,1978,308
1926,75.0,12518,Pave,5,1968,1968,1968.0,TA,1008.0,Y,GasA,1008,144
1927,83.0,13383,Pave,5,1969,2000,1969.0,TA,1188.0,Y,GasA,1404,0
1928,50.0,7689,Pave,5,1972,1972,1998.0,Gd,796.0,Y,GasA,796,138
1929,62.0,7706,Pave,6,1993,1996,1993.0,Gd,384.0,Y,GasA,1091,280
1930,70.0,7669,Pave,5,1992,1993,1998.0,Gd,828.0,Y,GasA,883,100
1931,62.0,10429,Pave,5,1992,1992,2001.0,Gd,624.0,Y,GasA,1287,150
1932,70.0,10457,Pave,5,1969,1969,1969.0,TA,784.0,Y,GasA,1632,0
1933,72.0,8702,Pave,6,1997,1998,1997.0,TA,926.0,Y,GasA,1604,0
1934,65.0,8139,Pave,6,1995,1996,1995.0,Gd,680.0,Y,GasA,1470,192
1935,59.0,9535,Pave,6,1998,1998,1998.0,Gd,926.0,Y,GasA,1604,100
1936,69.30579531442663,15038,Pave,6,1996,1996,1996.0,Gd,916.0,Y,GasA,1636,168
1937,53.0,14137,Pave,5,1996,1997,1996.0,Gd,1348.0,Y,GasA,1384,0
1938,45.0,6264,Pave,8,1997,1997,1997.0,Ex,1664.0,Y,GasA,1682,0
1939,39.0,5070,Pave,8,1992,1992,1992.0,Gd,1280.0,Y,GasA,1280,0
1940,73.0,11184,Pave,6,1998,1998,1998.0,Gd,932.0,Y,GasA,1633,0
1941,69.30579531442663,14067,Pave,6,1991,1991,1991.0,Gd,836.0,Y,GasA,1709,0
1942,65.0,5950,Pave,8,1989,1989,1989.0,Gd,1337.0,Y,GasA,1337,0
1943,101.0,13543,Pave,8,2005,2005,2005.0,Ex,1168.0,Y,GasA,2500,192
1944,53.0,15401,Pave,9,2004,2004,2004.0,Ex,1884.0,Y,GasA,1884,214
1945,69.30579531442663,31220,Pave,6,1952,1952,1952.0,TA,1632.0,Y,GasA,1474,0
1946,60.0,8118,Pave,9,2007,2007,2007.0,Ex,1710.0,Y,GasA,1710,156
1947,69.30579531442663,47280,Pave,6,1950,1950,1950.0,TA,1488.0,Y,GasA,1488,0
1948,63.0,12680,Pave,7,1988,1988,1988.0,Gd,1675.0,Y,GasA,1688,0
1949,69.30579531442663,10825,Pave,7,1983,1983,1983.0,Gd,1260.0,Y,GasA,1260,152
1950,56.0,18559,Pave,7,1978,1978,1978.0,Gd,2048.0,Y,GasA,2064,200
1951,85.0,14450,Pave,7,1979,1979,1979.0,Gd,1782.0,Y,GasA,1782,467
1952,90.0,13068,Pave,6,1976,1976,1976.0,Gd,1211.0,Y,GasA,1211,0
1953,80.0,10400,Pave,7,1980,1988,1980.0,Gd,738.0,Y,GasA,2044,28
1954,75.0,9743,Pave,5,1969,1969,1969.0,TA,720.0,Y,GasA,1308,0
1956,80.0,10400,Pave,6,1976,1976,1976.0,TA,1444.0,Y,GasA,1444,0
1957,69.30579531442663,14311,Pave,8,1996,1996,1996.0,Gd,1236.0,Y,GasA,2340,192
1958,60.0,9000,Pave,5,1974,1974,1982.0,Gd,896.0,Y,GasA,1792,0
1959,68.0,10295,Pave,4,1969,1969,1969.0,Gd,936.0,Y,GasA,936,16
1960,63.0,7560,Pave,5,1971,1971,1977.0,Gd,864.0,Y,GasA,864,0
1964,24.0,2308,Pave,6,1975,1975,1975.0,Gd,855.0,Y,GasA,1456,0
1965,24.0,2529,Pave,7,1977,1977,1977.0,Gd,1055.0,Y,GasA,1055,0
1966,98.0,12704,Pave,8,2007,2007,2007.0,Ex,1582.0,Y,GasA,1582,209
1968,104.0,14418,Pave,9,2007,2007,2007.0,Ex,1950.0,Y,GasA,1950,156
1971,102.0,12151,Pave,9,2005,2005,2005.0,Ex,1414.0,Y,GasA,2331,192
1972,74.0,8899,Pave,8,2007,2007,2007.0,Gd,948.0,Y,GasA,2088,100
1973,85.0,10574,Pave,8,2004,2004,2004.0,Ex,1148.0,Y,GasA,2332,224
1975,92.0,10845,Pave,8,2003,2004,2003.0,Gd,1603.0,Y,GasA,1575,216
1976,130.0,16900,Pave,8,2001,2002,2001.0,Ex,1479.0,Y,GasA,2649,0
1978,58.0,10110,Pave,9,2008,2008,2008.0,Gd,1858.0,Y,GasA,1866,0
1979,135.0,12304,Pave,7,2005,2005,2005.0,Gd,1367.0,Y,GasA,1367,0
1980,89.0,8232,Pave,9,2007,2008,2008.0,Ex,1800.0,Y,GasA,1800,210
1981,48.0,6240,Pave,8,2006,2007,2007.0,Gd,1342.0,Y,GasA,1342,0
1982,48.0,6240,Pave,8,2006,2007,2007.0,Gd,1342.0,Y,GasA,1342,0
1983,36.0,2448,Pave,7,2003,2004,2003.0,Gd,764.0,Y,GasA,1626,0
1984,69.30579531442663,3940,Pave,7,2003,2003,2003.0,Gd,1415.0,Y,GasA,1455,156
1985,69.30579531442663,3940,Pave,7,2004,2004,2004.0,Gd,1393.0,Y,GasA,1576,143
1986,53.0,3710,Pave,7,2007,2008,2007.0,Gd,1146.0,Y,GasA,1246,100
1987,80.0,9024,Pave,6,2004,2004,2004.0,Gd,789.0,Y,GasA,1515,0
1988,69.30579531442663,8010,Pave,7,2002,2003,2002.0,Gd,840.0,Y,GasA,1720,138
1989,69.30579531442663,8396,Pave,7,2003,2003,2003.0,Gd,847.0,Y,GasA,1986,120
1990,55.0,7301,Pave,7,2007,2008,2008.0,Gd,1350.0,Y,GasA,1358,192
1991,71.0,8220,Pave,7,2000,2001,2000.0,Gd,982.0,Y,GasA,1892,108
1992,69.30579531442663,7750,Pave,7,2002,2002,2002.0,Gd,707.0,Y,GasA,1414,100
1993,41.0,12460,Pave,7,1999,2000,1999.0,Gd,1037.0,Y,GasA,2322,144
1994,77.0,8390,Pave,7,1999,1999,1999.0,Gd,831.0,Y,GasA,1651,0
1995,84.0,9660,Pave,8,1997,1997,1997.0,Gd,1173.0,Y,GasA,2199,0
1996,69.30579531442663,11000,Pave,9,2000,2000,2000.0,Ex,1519.0,Y,GasA,2172,162
1997,136.0,11675,Pave,8,1998,1998,1998.0,Gd,1982.0,Y,GasA,2006,144
1998,97.0,10990,Pave,7,1996,1997,1996.0,Ex,1064.0,Y,GasA,2125,168
1999,69.30579531442663,11929,Pave,8,1995,1995,1995.0,Gd,1242.0,Y,GasA,2501,192
2000,91.0,10010,Pave,7,1993,1994,1993.0,Gd,1080.0,Y,GasA,2197,385
2001,74.0,13253,Pave,7,2006,2006,2006.0,Ex,1578.0,Y,GasA,1578,0
2002,73.0,9801,Pave,8,2007,2007,2007.0,Gd,1341.0,Y,GasA,1861,144
2003,80.0,9428,Pave,8,2007,2008,2007.0,Gd,955.0,Y,GasA,1874,168
2004,87.0,10037,Pave,8,2006,2007,2006.0,Ex,1460.0,Y,GasA,1460,0
2005,72.0,8640,Pave,8,2007,2008,2008.0,Gd,1363.0,Y,GasA,1372,192
