,house_area,quality,year_built,year_remodel_add,garage_year_build,number_of_bathrooms,basement_area,has_Fireplaces_or_not,Total_rooms,grade_living_area,garage_area,garage_capacite,SalePrice
2209,11645,8,2005,2006,2005,2,1498,1,7,1498,844,3,180181
2210,11645,8,2005,2006,2005,2,1570,0,6,1590,754,3,175122
2211,11646,6,2005,2006,2005,2,704,1,7,1422,440,2,184602
2213,11660,6,2006,2006,2006,2,1326,0,6,1326,427,2,187323
2214,11664,6,1948,1950,1948,1,1082,1,5,1082,240,1,119200
2215,11664,7,2002,2002,2002,2,1569,0,6,1611,1231,3,186847
2216,11670,9,2006,2006,2006,2,1905,1,8,1905,788,3,320000
2217,11672,5,1925,1950,1925,1,816,0,4,816,210,1,174071
2218,11675,8,1998,1998,1998,2,1982,1,5,2006,938,3,172281
2219,11677,5,1966,1966,1966,1,1040,0,6,1040,264,1,180934
2220,11679,5,1962,1962,1962,2,1776,1,6,1560,528,2,185150
2221,11690,8,1999,2000,1999,2,850,1,7,1764,560,2,184482
2222,11692,8,1993,1994,1993,2,1173,1,8,2232,623,2,188007
2223,11694,9,2007,2007,2007,2,1822,1,9,1828,774,3,314813
2224,11700,5,1937,1995,1937,2,942,1,7,1938,240,1,198882
2225,11700,6,1968,1968,1968,1,702,1,7,1743,539,2,175000
2226,11700,6,1968,1968,1968,1,727,0,8,1556,441,2,154000
2227,11700,6,1968,1968,1968,1,912,0,7,1152,412,2,188714
2228,11700,6,1968,1968,1968,1,1295,0,6,1295,528,2,183189
2229,11700,6,1968,1968,1968,2,708,1,7,1416,776,2,179900
2231,11717,6,1970,1970,1970,2,1442,1,6,1442,615,2,185000
2232,11727,7,1969,1969,1969,2,1851,1,8,1851,506,2,183035
2233,11737,6,1924,1996,1943,1,848,1,9,1827,240,1,171989
2234,11750,7,2005,2006,2005,2,1546,0,7,1546,796,3,185497
2235,11751,6,1977,1977,1977,2,1844,1,7,1844,546,2,190000
2236,11762,8,1992,1993,1992,2,1105,1,9,2202,517,2,202112
2237,11764,8,1999,2007,1999,2,1152,1,9,2270,671,3,290000
2238,11765,5,1957,1957,1957,1,1617,1,7,1797,963,3,186425
2240,11767,5,1946,1995,1946,1,768,0,6,1200,240,1,130500
2241,11767,5,1950,1950,1950,1,1078,0,6,1368,195,1,183735
2242,11767,5,1956,1956,1956,1,1150,1,7,1560,313,1,169355
2243,11777,5,1966,1966,1966,1,1164,2,6,1320,564,2,164500
2244,11778,9,2008,2008,2008,2,1751,2,8,1766,874,3,191284
2246,11782,5,1961,1995,1987,1,1109,0,6,1155,576,2,148000
2247,11787,7,1996,1997,1996,2,1379,1,8,2398,834,3,315750
2248,11792,4,1948,1950,1956,1,744,0,5,1120,480,2,169611
2249,11792,8,2003,2003,2003,2,1008,1,9,2283,632,3,199270
2250,11796,7,2004,2005,2004,2,847,1,8,1959,434,2,215000
2252,11800,5,1974,1974,1974,1,864,0,5,894,440,2,187806
2253,11800,7,2003,2004,2003,3,1122,1,10,2486,452,2,213252
2254,11824,8,2006,2006,2006,2,1685,1,5,1685,658,3,170157
2255,11825,8,2006,2007,2006,2,1694,1,7,1694,856,3,185645
2256,11830,8,2007,2007,2007,2,1542,1,6,1542,852,3,186760
2257,11836,5,1970,1970,1970,2,1652,0,8,1652,928,3,196526
2258,11838,8,2001,2001,2001,2,1753,1,7,1788,522,2,236500
2259,11839,7,1990,1990,1990,2,1475,1,10,2329,514,2,262280
2260,11841,6,1990,1990,1978,1,816,0,5,816,0,0,118500
2261,11844,8,2008,2008,2008,2,2046,1,7,2046,834,3,372500
2262,11846,9,2003,2004,2003,2,1792,1,6,1792,874,3,374000
2263,11850,6,1984,1984,1984,2,1153,0,6,1177,495,2,187904
2264,11851,5,1948,2009,1948,1,1027,1,7,1633,240,1,183003
2265,11851,7,1990,1990,1990,2,1424,0,5,1442,500,2,180500
2267,11875,5,1999,1999,2001,2,1344,1,7,1344,686,2,183050
2268,11880,7,1978,1978,1978,2,1271,1,7,1601,478,2,157000
2269,11883,7,1996,1996,1996,2,1504,1,6,1504,478,2,203000
2270,11885,8,2001,2001,2001,2,1299,1,7,1872,531,2,261500
2271,11888,6,1916,1994,1930,2,844,0,10,2134,441,2,214500
2272,11896,7,2008,2008,2008,2,1336,1,6,1346,660,3,181987
2273,11900,5,1977,1977,1977,2,1122,1,6,1934,567,2,185102
2274,11900,6,1957,1957,1957,1,1392,2,6,1392,458,2,166000
2275,11900,7,1977,1977,1977,2,1386,1,6,1411,544,2,82500
2276,11911,6,2005,2005,2005,2,684,1,6,1560,400,2,174000
2277,11920,7,2004,2004,2004,2,831,0,8,1659,484,2,180929
2278,11923,9,2007,2007,2007,2,1800,0,7,1800,702,2,239000
2279,11924,9,2005,2006,2005,3,1175,2,11,2324,736,3,345000
2280,11927,8,1994,1995,1994,2,1556,1,7,1592,484,2,185846
2281,11929,8,1995,1995,1995,2,1242,1,9,2501,751,3,198228
2282,11932,8,2007,2008,2008,2,1580,0,7,1580,830,3,235128
2283,11949,7,1991,2008,1991,2,975,1,7,1755,524,2,185199
2284,11950,7,2003,2003,2003,2,384,1,7,1394,400,2,190311
2285,11952,7,1977,1977,1977,2,808,1,8,1969,534,2,190000
2286,11957,8,2006,2006,2006,2,1574,1,7,1574,824,3,232000
2287,11980,7,1987,1987,1987,1,1433,2,4,1433,528,2,156705
2288,11988,6,1934,1995,1939,1,715,1,6,1660,240,1,188700
2289,11988,6,1957,1957,1957,1,1244,2,6,1244,336,1,150000
2290,11999,8,2003,2004,2003,2,1181,1,10,2374,656,3,285000
2291,12000,5,1948,2005,1948,1,924,0,6,1122,528,2,147000
2292,12000,6,1968,1968,1968,2,1388,1,6,1388,522,2,187992
2293,12000,7,1941,1950,1941,1,704,1,7,1564,234,1,174500
2294,12000,7,1980,1980,1980,2,2002,1,8,2362,546,2,182675
2295,12003,8,2009,2010,2009,2,774,1,8,1968,680,3,269500
2296,12011,8,1998,1998,1998,2,1086,1,7,1924,592,2,280000
2297,12018,7,2008,2008,2008,2,796,0,6,1612,666,3,189547
2298,12030,8,2007,2007,2007,2,1694,0,7,1694,818,3,318000
2299,12046,6,1976,1976,1976,2,848,1,8,2030,551,2,195000
2301,12085,8,2007,2007,2007,2,1734,1,7,1734,928,3,318000
2302,12090,6,1981,1981,1981,2,1422,1,7,1422,576,2,175500
2303,12090,6,1984,2003,1984,3,585,1,7,1868,477,2,178000
2304,12090,7,1981,2003,1981,2,725,1,6,1479,484,2,182852
2305,12090,8,1998,1998,1998,2,1141,1,10,2263,420,2,258000
2306,12095,6,1964,1964,1964,1,1127,1,7,1445,645,2,158000
2307,12099,5,1953,2004,1953,1,1216,1,7,1728,371,1,186184
2308,12099,8,2004,2004,2004,2,1136,1,10,2468,872,3,354000
2309,12102,5,1976,1976,1976,1,456,0,6,1033,504,2,183083
2310,12104,7,2006,2006,2006,3,1035,0,8,2322,617,3,202577
2311,12108,4,1955,1955,1978,2,1440,0,8,1440,0,0,118000
2312,12118,7,2004,2005,2004,2,1710,1,7,1710,550,2,240000
2313,12122,7,1961,2007,1961,1,944,0,6,999,588,2,178400
2314,12128,6,1989,1989,1989,2,868,1,9,2559,506,2,205939
2315,12134,8,1988,2005,1988,2,559,0,8,1752,492,2,164000
2316,12137,7,1998,1998,1998,2,1649,0,6,1661,598,2,224900
2317,12144,4,1950,1950,1950,1,910,0,6,1521,597,1,190485
2318,12144,5,1949,1950,1949,1,832,1,6,1268,288,1,133000
2319,12150,5,1954,1954,1954,2,1050,0,7,1795,352,1,131500
2320,12150,6,1979,1979,1979,2,1001,1,5,1299,486,2,167484
2321,12151,9,2005,2005,2005,2,1414,1,9,2331,1003,3,187599
2322,12155,6,1925,1950,1934,2,672,0,7,1482,400,1,140000
2323,12155,6,1970,1970,1970,2,1657,1,7,1657,484,2,163500
2324,12160,5,1959,1959,1959,1,1188,0,6,1188,531,2,142000
2325,12160,6,1953,1953,1953,1,1505,1,6,1505,505,2,149500
2327,12172,5,1940,1996,1975,1,822,0,4,908,512,2,177472
2328,12180,4,1941,1950,1941,1,672,0,5,924,280,1,80000
2329,12180,5,1938,2007,1977,1,585,0,5,1053,0,0,166646
2330,12182,7,2005,2005,2005,2,1541,1,7,1541,532,2,220000
2331,12191,8,1997,1998,1998,2,1779,2,8,2551,925,3,199641
2332,12192,7,2000,2001,2000,2,928,0,6,1823,626,2,184365
2333,12198,5,1955,1975,1955,1,1204,1,7,1411,310,1,186379
2334,12203,8,1998,1999,1998,2,1225,1,8,2612,676,3,336000
2335,12205,3,1949,1992,1977,2,448,0,6,1588,0,0,218676
2336,12205,6,1966,2007,1966,2,832,0,9,2087,444,2,187500
2337,12209,6,2001,2002,2001,2,804,1,7,1961,560,2,215000
2338,12216,6,2005,2005,2005,2,1326,0,6,1326,388,2,186414
2339,12217,8,2007,2007,2007,2,955,1,8,1880,880,3,193046
2340,12220,10,2009,2009,2009,2,2006,1,9,2020,900,3,402861
2341,12224,6,2000,2000,2000,2,992,1,7,2054,390,2,244000
2343,12228,7,2006,2006,2006,2,1721,0,8,1740,874,3,203926
2344,12243,5,1971,1971,1971,2,1484,1,7,1484,487,2,175000
2345,12244,8,2003,2003,2003,2,1482,2,10,2262,749,3,305000
2346,12250,5,1978,1978,1978,1,864,0,5,1174,528,2,184479
2347,12256,8,1994,1995,1994,2,1463,2,9,2622,712,2,325000
2348,12257,8,1995,1995,1995,2,1318,1,9,2531,752,3,290000
2349,12274,7,2008,2008,2008,2,1417,0,6,1428,554,2,227680
2350,12285,7,1960,1960,1960,1,1329,2,5,1329,441,2,186965
2351,12291,10,2007,2007,2007,2,1966,1,6,1966,1092,3,164430
2352,12292,9,2006,2006,2006,2,1094,1,11,2473,675,3,201842
2353,12299,7,1978,1985,1978,2,1529,1,7,1664,663,2,189893
2354,12304,7,2005,2005,2005,2,1367,1,6,1367,484,2,172414
2355,12320,7,1932,1990,1963,1,637,2,8,1609,579,3,186412
2356,12327,8,1983,2009,1983,1,1496,1,5,2132,612,2,316600
2357,12328,6,1976,1976,1976,1,1012,0,6,1034,888,3,169900
2358,12328,8,2005,2005,2005,3,1149,1,10,2541,729,3,201016
2359,12334,8,2003,2003,2003,2,1068,1,8,2184,570,2,198127
2360,12342,4,1940,1950,1961,1,861,0,4,861,539,2,82500
2361,12342,5,1960,1978,1960,1,978,1,6,1422,286,1,139900
2362,12350,9,2008,2008,2008,2,2020,1,7,2020,896,3,183778
2363,12350,9,2009,2009,2009,2,1365,1,8,2690,864,3,185988
2364,12352,7,1998,1999,1998,2,853,1,7,1753,534,2,183367
2365,12354,6,1920,2000,2005,1,684,0,7,1196,528,2,110000
2366,12358,5,1941,1950,1991,1,720,0,7,1382,660,2,128500
2367,12361,6,1993,1993,2000,2,946,1,8,1802,1017,4,182902
2369,12375,5,1951,1951,1951,1,806,1,7,1422,288,1,187625
2371,12378,9,2003,2004,2003,2,1896,3,8,1944,708,3,360000
2372,12384,7,1976,1976,1976,2,793,1,7,1935,550,2,197900
2373,12388,7,1980,1991,1980,2,1043,1,9,2673,441,2,200443
2374,12392,7,1950,2000,1994,2,832,2,8,2161,506,2,183653
2375,12393,7,2004,2005,2004,2,847,1,8,1948,434,2,195000
2376,12394,7,2003,2003,2003,2,847,1,7,1733,433,2,225000
2377,12395,5,1984,1984,1984,1,864,0,6,889,484,2,183659
2378,12400,5,1940,1950,1940,1,901,1,7,1717,410,1,169979
2379,12400,6,1958,1998,1958,1,1215,0,6,1215,297,1,155000
2380,12416,6,1986,1986,1986,2,1606,1,7,1651,616,2,184000
2381,12420,7,2001,2001,2001,2,944,0,6,1840,622,2,230000
2382,12435,7,2001,2001,2001,2,963,1,7,1792,564,2,231500
2383,12436,5,1957,1957,1958,2,1824,0,9,1824,484,2,206977
2384,12438,6,1995,1995,1995,2,781,1,6,1499,473,2,189959
2385,12438,8,2006,2006,2006,2,1234,1,10,2576,666,3,361919
2386,12444,8,2008,2008,2008,2,1932,1,7,1932,774,3,394617
2387,12447,8,2005,2006,2005,2,1100,1,8,1964,760,2,182242
2388,12450,5,2003,2004,2004,1,1094,0,6,1094,576,2,185770
2389,12450,5,2003,2004,2004,2,1114,0,6,1114,576,2,185080
2390,12456,10,2006,2007,2008,2,1700,1,7,1718,786,3,337500
2391,12460,7,1999,2000,1999,2,1037,1,8,2322,400,2,198168
2392,12461,8,1994,1995,1994,2,1624,1,5,1624,757,3,262000
2393,12464,5,1996,1996,2000,1,1040,0,6,1040,576,2,152000
2394,12469,9,2006,2007,2007,2,1790,1,7,1816,730,3,189122
2395,12474,10,2007,2008,2008,2,1682,1,9,2332,846,3,426000
2396,12493,4,1960,1960,1960,1,1100,1,6,1100,312,1,141000
2397,12508,6,1940,1985,1989,2,983,0,7,1750,423,1,160000
2399,12513,4,1920,2007,1920,2,715,1,7,1738,368,1,104900
2400,12518,5,1968,1968,1968,1,1008,0,6,1008,384,1,183004
2401,12537,5,1971,2008,1971,1,1078,1,6,1078,500,2,149900
2403,12546,6,1981,1981,1981,2,1440,1,7,1440,467,2,182900
2404,12552,7,2004,2005,2004,2,991,1,8,1947,678,2,254900
2405,12568,8,2007,2007,2007,2,895,1,8,1818,774,3,189317
2407,12589,6,2005,2005,2005,2,742,1,8,1484,390,2,174000
2408,12606,9,2007,2008,2008,2,1530,1,7,1530,984,3,184282
2409,12615,6,1950,2001,1950,2,1202,1,7,2158,576,2,243000
2410,12633,9,2007,2007,2007,2,1978,1,7,1978,920,3,171059
2411,12633,10,2006,2007,2006,2,1824,1,8,1824,932,3,190550
2412,12640,6,1976,1976,1976,2,1728,0,8,1728,574,2,150900
2413,12665,5,1915,1950,1949,1,876,1,7,1416,720,3,153900
2414,12665,8,2005,2006,2005,2,1094,1,9,2482,642,3,281213
2415,12671,6,1954,1994,1954,3,1288,2,6,2422,527,2,201691
2416,12677,8,2003,2004,2003,1,1518,1,6,1518,588,2,274000
2417,12680,7,1988,1988,1988,2,1675,1,6,1688,528,2,173154
2419,12700,6,1964,1964,1964,1,1246,2,6,1246,441,2,193789
2421,12704,8,2007,2007,2007,2,1582,0,7,1582,905,3,180953
2422,12704,8,2008,2009,2009,2,2042,1,8,2042,1390,3,253293
2423,12712,6,1973,2006,1973,1,1044,1,5,1055,542,2,168590
2424,12720,8,2000,2000,2000,2,1455,2,10,2687,810,3,202202
2426,12728,8,2001,2001,2001,2,1531,1,7,2439,560,2,195174
2427,12732,7,1974,1974,1974,2,752,2,7,2067,784,2,185635
2428,12735,4,1972,1972,1980,1,864,0,5,864,576,2,111250
2429,12760,6,1976,1976,1976,3,1958,0,9,2048,776,2,208029
2430,12772,6,1960,1998,1960,1,958,0,5,958,301,1,151500
2431,12774,5,1953,1953,1953,1,984,0,5,950,400,2,174444
2432,12774,7,2003,2004,2003,2,835,0,8,1663,478,2,187720
2433,12778,5,1952,2003,1952,1,1008,0,4,1008,280,1,169618
2434,12782,8,2002,2003,2002,2,1822,1,7,1828,523,2,185733
2435,12798,6,1997,1997,1997,2,616,0,8,1688,603,2,200000
2436,12800,7,1989,1989,1989,2,1518,1,5,1644,569,2,275000
2437,12803,7,2002,2002,2002,2,1494,1,6,1494,530,2,221000
2438,12822,7,2003,2003,2003,1,1434,1,6,2149,670,2,239686
2439,12852,8,2007,2007,2007,2,920,1,6,1780,612,2,181244
2441,12858,9,2009,2010,2009,2,1590,1,10,2334,751,3,179460
2442,12864,7,2002,2002,2002,1,1409,1,4,1409,576,2,162243
2443,12867,8,2005,2006,2005,2,1209,1,8,2253,575,2,189698
2444,12878,7,2003,2004,2003,2,1760,1,8,1760,583,2,185922
2445,12883,8,2009,2010,2009,2,1544,0,7,1544,868,3,185034
2446,12886,5,1963,1999,1997,2,520,1,6,1464,480,2,175000
2447,12887,5,1984,1984,1984,1,833,0,5,833,495,2,169556
2448,12888,7,1937,1980,1937,1,1005,2,7,2267,498,2,185527
2449,12890,6,1989,1989,1989,2,1495,1,8,1495,438,2,187948
2450,12891,8,2002,2002,2002,2,870,1,8,2004,644,3,200328
2451,12898,9,2007,2008,2008,2,1620,1,6,1620,912,3,315500
2452,12900,4,1969,1969,1969,0,1198,0,6,1258,400,2,108959
2453,12900,5,1920,1950,1920,1,1300,0,6,1140,400,2,181338
2456,12925,6,1970,1970,1970,2,1205,2,7,2117,550,2,237500
2457,12929,6,1960,1993,1960,1,1081,0,5,1081,401,1,186920
2458,12936,6,1972,1972,1972,1,723,1,6,1395,497,2,162000
2459,12961,6,1993,1994,1993,2,1152,1,7,1797,616,2,181873
2460,12968,5,1962,1962,1962,1,912,0,4,912,352,1,144000
2461,12984,5,1977,1977,1977,2,1430,1,7,1647,621,2,217500
2462,13000,6,1968,1968,1968,2,896,1,8,2142,509,1,193500
2463,13001,6,1971,1971,1971,2,1625,1,6,1220,944,2,177998
2464,13005,7,1980,1980,1983,2,845,1,10,2353,484,2,260000
2465,13006,7,1997,1997,1997,2,964,1,8,2236,642,2,222000
2466,13008,6,1956,1956,1956,1,882,0,5,882,502,1,177322
2467,13014,6,1978,1978,1978,1,1008,1,6,1096,484,2,193717
2468,13015,5,1996,1996,1996,1,1100,0,5,1100,462,2,188885
2469,13031,6,1995,1996,1995,2,691,1,6,1498,409,2,187500
2470,13041,6,1995,1995,1995,2,781,1,7,1671,423,2,184516
2471,13050,5,1963,1963,1993,1,1000,2,4,1000,575,2,160192
2472,13052,5,1965,1965,1965,1,1024,0,5,1024,308,1,183433
2473,13053,6,1923,2000,1922,1,833,1,8,1848,370,2,207000
2474,13068,6,1976,1976,1976,2,1211,1,6,1211,461,2,192718
2476,13070,5,1951,1951,1951,1,631,0,5,1112,480,2,177444
2477,13072,5,2004,2004,1977,1,1114,0,6,1114,0,0,188514
2478,13072,6,2004,2004,2006,1,1158,0,5,1158,576,2,158000
2479,13072,6,2005,2005,2005,1,1141,0,6,1141,484,2,142500
2480,13072,6,2005,2006,1977,1,1131,0,6,1131,0,0,185682
2481,13072,6,2005,2006,1977,1,1175,0,6,1175,0,0,187201
2482,13072,7,2004,2005,2005,1,1114,0,6,1114,576,2,185199
2483,13101,5,1965,1965,1987,2,1728,0,10,1728,576,2,142600
2485,13108,8,1994,1994,1994,2,2062,0,9,2687,618,2,208973
2486,13110,5,1972,1972,1972,2,1153,0,6,1193,501,2,176901
2487,13125,5,1957,2000,1957,2,1134,1,8,1803,484,2,155000
2488,13125,6,1997,1998,1997,2,1478,1,7,1493,508,2,208900
2489,13125,7,1940,1984,1940,1,800,2,6,1740,240,1,219500
2490,13125,7,1991,1991,1991,2,1104,1,8,2127,833,3,238000
2491,13128,8,2005,2005,2005,2,1074,1,7,2064,527,2,196858
2492,13132,5,1914,1950,1914,1,747,0,9,1784,180,1,138887
2493,13142,6,1997,1997,1997,2,864,0,6,1771,600,2,188444
2494,13143,8,1993,1993,1993,2,1231,1,9,2349,762,3,198822
2495,13159,7,2009,2009,2009,2,846,0,6,1692,650,2,224500
2496,13162,9,2006,2006,2006,3,2036,1,11,2640,792,3,194698
2497,13173,9,2006,2007,2006,2,1652,2,6,1652,840,2,325000
2498,13175,6,1978,1988,1978,2,1542,2,7,2073,500,2,210000
2499,13200,6,1958,1958,1958,1,1395,1,5,1570,441,2,186348
2500,13200,6,1963,1963,1963,3,741,1,9,2294,658,2,212693
2501,13204,7,2006,2007,2007,2,608,0,6,1458,454,2,187254
2502,13214,9,2008,2009,2009,2,2002,1,10,2018,746,3,378500
2503,13215,8,2004,2004,2004,2,1420,1,9,1914,746,3,184859
2504,13250,7,1978,1978,1978,2,832,1,8,2050,529,2,198825
2505,13253,7,2006,2006,2006,2,1578,1,7,1578,642,3,186453
2506,13260,5,1962,2001,1977,2,1728,0,10,1728,0,0,220079
2507,13262,8,2003,2004,2003,3,1082,1,10,2400,730,3,199954
2508,13265,8,2002,2002,2002,2,1568,2,7,1689,857,3,271000
2509,13284,5,1954,1954,1954,1,1383,1,6,1383,354,1,165000
2510,13286,9,2007,2008,2007,2,1698,1,8,1698,768,3,320000
2511,13300,5,1956,2000,1956,1,928,0,4,928,252,1,132000
2512,13300,5,1956,2001,2001,1,1015,0,6,1384,896,2,176170
2513,13300,7,2004,2004,2004,2,384,1,7,1374,400,2,185855
2514,13339,6,1960,1960,1960,2,1561,1,6,1561,463,2,185724
2515,13346,7,1992,2000,1992,2,1095,1,9,2295,590,2,268000
2516,13350,5,1974,1974,1974,1,864,1,5,894,440,2,142500
2517,13355,7,1971,1971,1971,1,825,0,7,1670,464,2,199929
2518,13360,5,1921,2006,1921,1,876,0,5,964,432,2,163500
2519,13377,6,2006,2006,2006,2,1836,1,7,1846,495,2,190702
2520,13383,5,1969,2000,1969,2,1188,1,7,1404,504,2,183601
2521,13384,5,1969,1979,1969,1,1104,1,8,1360,336,1,188506
2522,13400,5,1966,1966,1966,1,1024,1,6,1086,484,2,159950
2523,13418,8,2004,2005,2004,3,1117,1,9,2452,691,3,309000
2525,13426,7,1999,2000,1999,2,951,1,7,1779,586,2,193008
2527,13440,8,2006,2007,2006,2,1108,1,11,2550,670,3,198785
2528,13450,7,2002,2002,2002,2,916,0,8,1861,492,2,200000
2530,13474,7,1990,1991,1990,2,700,1,8,2243,746,3,225000
2531,13478,10,2008,2008,2008,2,1722,1,10,2296,842,3,451950
2532,13495,5,1956,1956,1956,2,1048,1,7,1728,576,2,188241
2533,13500,6,1960,1975,1960,1,1602,1,4,1252,564,2,235000
2536,13501,8,2006,2006,2006,2,1623,1,8,1636,865,3,255000
2537,13514,9,2008,2008,2008,2,1774,1,7,1808,850,3,183859
2538,13515,6,1919,1950,1940,1,764,1,8,1824,520,2,180500
2539,13517,6,1976,2005,1976,2,725,0,6,1479,475,2,130500
2541,13526,5,1965,1965,1965,1,935,0,5,935,288,1,137000
2542,13543,8,2005,2005,2005,3,1168,1,9,2500,683,3,215785
2543,13560,6,1968,1968,1968,1,1392,2,5,1392,576,2,110000
2544,13568,5,1995,1995,1996,1,990,0,5,990,576,2,156000
2545,13587,5,1958,1958,1958,1,988,0,5,988,264,1,170934
2547,13600,5,1955,1955,1955,1,1056,0,6,1056,300,1,195560
2548,13600,7,1965,1990,1965,2,768,3,7,1986,486,2,205000
2549,13607,6,1986,1986,1986,2,572,1,6,1982,501,2,185147
2550,13615,9,2006,2006,2006,2,1802,1,7,1802,843,3,189168
2551,13618,8,2005,2006,2005,2,1728,2,8,1960,714,3,195596
2552,13641,9,2007,2007,2007,2,1934,1,8,2656,1040,3,195848
2553,13650,5,1958,1958,1958,2,1052,1,8,1920,451,2,172500
2554,13650,8,2002,2002,2002,2,1671,1,7,2250,756,3,186544
2557,13673,5,1962,1962,1962,1,1140,1,8,1696,349,1,143900
2559,13680,5,1940,1950,1961,1,840,2,6,1567,440,2,169805
2561,13688,9,2003,2004,2003,2,1572,2,10,2668,726,3,412500
2563,13693,9,2006,2006,2006,2,2153,1,9,2643,694,3,380000
2565,13695,5,2004,2004,2004,1,1114,0,6,1114,576,2,159000
2566,13695,6,2003,2004,2004,1,1114,0,6,1114,576,2,155000
2567,13700,7,1965,1988,1965,1,864,2,8,1820,492,2,201800
2568,13704,7,2001,2002,2001,2,1541,1,6,1541,843,3,205000
2569,13710,5,1950,1950,1950,1,910,0,6,1558,282,1,152000
2570,13728,6,1935,1986,1935,2,1127,2,7,2108,540,2,235000
2571,13751,7,2005,2006,2006,2,1700,1,9,2212,773,3,189228
2572,13758,7,1990,1991,1990,2,1156,1,7,1717,400,2,187500
2573,13758,9,2005,2006,2005,2,1792,1,6,1792,925,3,173756
2574,13770,5,1958,1998,1958,1,1158,2,6,1176,303,1,193892
2575,13774,7,1977,1992,1977,1,908,2,8,2288,520,2,206486
2576,13811,6,1987,1987,1987,2,1112,1,5,1137,551,2,176000
2577,13825,5,1958,1987,1958,1,533,0,6,1601,300,1,140000
2578,13830,5,1997,1998,1997,2,928,1,6,1629,482,2,183583
2579,13837,7,1988,1988,1988,2,1204,0,9,2183,786,3,229000
2581,13869,6,1997,1997,1997,2,794,0,6,1470,388,2,177000
2582,13870,10,2006,2007,2007,2,1742,1,8,2042,724,3,194089
2583,13891,8,2007,2008,2007,2,1710,1,6,1710,866,3,372402
2586,13891,10,2006,2006,2006,2,2076,1,7,2076,850,3,465000
2587,13907,5,1940,1969,1978,1,996,1,6,996,0,0,108000
2588,13975,9,2005,2006,2005,2,1090,1,10,2206,670,3,206260
2589,14000,6,1950,2004,1950,1,1092,1,6,1152,300,1,158500
2590,14000,7,1996,1997,1996,2,1306,0,7,2260,533,2,328000
2591,14006,7,2002,2002,2002,2,936,1,7,1776,474,2,192500
2592,14054,7,2006,2006,2006,2,879,1,9,1863,660,3,219210
2593,14067,6,1991,1991,1991,2,836,0,7,1709,416,2,192474
2596,14112,5,1964,1964,1964,1,1152,1,6,1152,484,2,180500
2597,14115,5,1993,1995,1993,1,796,0,5,1362,480,2,143000
2598,14115,6,1956,2004,1956,1,1073,1,6,1811,470,2,230000
2599,14115,7,1980,1980,1980,2,1372,2,6,1472,588,2,187500
2600,14122,8,2005,2006,2005,2,1822,1,8,1822,678,3,183053
2601,14137,4,1964,1964,1964,1,1200,0,6,1200,850,3,194822
2602,14137,5,1996,1997,1996,2,1348,0,7,1384,404,2,194822
2603,14145,7,1984,1998,1984,2,1208,0,8,1621,440,2,202500
2604,14149,5,1964,2001,1970,2,980,1,5,1020,528,2,189114
2605,14154,7,2006,2006,2006,2,1063,1,9,2172,947,3,280000
2606,14157,9,2005,2006,2005,2,1922,1,8,1922,676,3,377426
2607,14171,7,1993,1994,1993,2,812,1,9,2200,453,2,209270
2608,14175,5,1956,1987,1999,1,1188,1,6,1437,576,2,168000
2609,14175,5,1956,1998,1956,1,1240,1,6,1375,323,1,196899
2610,14175,6,1956,1956,1956,1,988,1,4,1188,621,2,162820
2612,14191,8,2002,2002,2002,2,967,0,9,1908,431,2,202900
2613,14200,7,1966,1966,1966,2,924,2,8,2157,487,2,226000
2614,14210,6,1930,1959,1930,1,697,1,8,1801,365,2,196761
2615,14215,8,2005,2006,2005,3,1158,1,9,2376,853,3,325300
2616,14217,5,1994,1994,1995,1,1022,0,6,1022,747,2,192562
2617,14226,8,2006,2006,2006,2,1935,1,9,1973,895,3,395000
2618,14230,8,2007,2007,2007,2,1566,1,7,1600,890,3,256300
2620,14250,6,1957,1957,1957,2,998,2,6,1790,540,2,192834
2622,14260,8,2000,2000,2000,2,1145,1,9,2198,836,3,250000
2623,14267,6,1958,1958,1958,1,1329,0,6,1329,312,1,187758
2624,14277,8,2003,2003,2003,2,1317,1,7,2385,818,3,184946
2625,14299,4,1964,1964,1964,1,1005,0,5,1005,440,2,191619
2627,14303,8,1994,1994,1994,2,1986,1,7,1987,691,2,301500
2628,14311,8,1996,1996,1996,2,1236,1,9,2340,787,3,202916
2629,14330,5,1975,2001,1975,2,864,0,5,1558,440,2,178611
2630,14330,7,1974,1974,1974,2,1748,4,9,2646,550,2,185948
2631,14331,8,2002,2002,2002,2,1800,1,7,1800,765,3,312500
2632,14333,8,2007,2007,2007,2,2108,1,7,2122,938,3,182829
2633,14357,5,1961,1961,1961,1,864,1,6,1187,440,2,179562
2634,14364,7,1988,1989,1988,2,1157,1,7,2062,454,2,277000
2635,14375,6,1958,1958,1958,1,819,1,7,1344,525,2,137500
2636,14418,9,2007,2007,2007,2,1950,1,7,1950,706,3,175470
2637,14419,7,1987,1989,1987,2,1645,1,7,1479,578,2,190060
2638,14442,6,1957,2004,1957,2,1477,2,7,1839,416,2,257500
2639,14450,7,1979,1979,1979,2,1782,1,6,1782,551,2,186599
2640,14450,9,2006,2007,2007,2,2121,1,8,2121,732,3,415298
2641,14463,9,2008,2008,2008,2,1641,0,7,1641,885,3,183517
2642,14536,8,2002,2003,2002,2,1616,1,9,1629,808,3,270000
